url,marque,id_variante,designation,descriptif,code_article,reference,sku,prix_promo_unit,prix_ref_unit,prom_qty,prom_prc
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-classic-stabyl-n-1-blanc/882-5167?promocode=7&FullPageMode=true,STABYL,882-5167,Coffret Sequenceur Classic STABYL - n°1 - Blanc,Coffret s&eacute;quenceur,012041A72B,882-5167,882-5167, ,182.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-de-pompe-a-salive-dentsply-sirona-pour-fauteuil-c3-c4-carquois-ferme/920-0854?promocode=4&FullPageMode=true,DENTSPLY SIRONA,920-0854,Tuyau de pompe à salive DENTSPLY SIRONA - pour fauteuil C3/C4 + carquois fermé,Tuyau pompe salive C3 / C4 + carquois ferme SIRONA,5899492,920-0854,920-0854, ,186.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-de-pompe-a-salive-dentsply-sirona-pour-fauteuil-c-teneo-sinius/920-1315?promocode=5&FullPageMode=true,DENTSPLY SIRONA,920-1315,Tuyau de pompe à salive DENTSPLY SIRONA - pour fauteuil C - Teneo - Sinius,Tuyau pompe salive C1 / C2 /C3 / C4 SIRONA,1894836,920-1315,920-1315, ,145.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-support-confort-durr-dental-160cm/885-8923?promocode=3&FullPageMode=true,DURR DENTAL (BRAND),885-8923,Tuyau d'aspiration/ support confort DURR DENTAL - 160cm,Tuyau aspiration gris support confort DURR DENTAL - 160 cm,7600A-010-50,885-8923,885-8923, ,126, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-support-confort-durr-dental-145cm/883-6858?promocode=8&FullPageMode=true,DURR DENTAL (BRAND),883-6858,Tuyau d'aspiration/ support confort DURR DENTAL - 145cm,Tuyau aspiration gris support confort DURR DENTAL - 145 cm,7600A010-51E,883-6858,883-6858, ,105.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-stern-weber-pour-fauteuil-s300-petit-diametre/884-9077?promocode=7&FullPageMode=true,CEFLA (STERN WEBER srl),884-9077,Tuyau d'aspiration STERN WEBER pour fauteuil S300 - Petit diamètre,Tuyau aspiration ST300 S300 97900785 STERN - Petit diamètre,97900786 STERN,884-9077,884-9077, ,46.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-stern-weber-pour-fauteuil-s300-gros-diametre/884-9078?promocode=8&FullPageMode=true,CEFLA (STERN WEBER srl),884-9078,Tuyau d'aspiration STERN WEBER pour fauteuil S300 - Gros diamètre,Tuyau aspiration ST300 S300 97900785 STERN - Gros diamètre,97900785,884-9078,884-9078, ,61.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-stern-weber-pour-fauteuil-s190-s200-s250-petit-diametre/888-0133?promocode=3&FullPageMode=true,CEFLA (STERN WEBER srl),888-0133,Tuyau d'aspiration STERN WEBER pour fauteuil S190 / S200 / S250 - Petit diamètre,Tuyau aspiration STERN - petit diamètre,97900963,888-0133,888-0133, ,36.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-stern-weber-pour-fauteuil-s190-s200-s250-gros-diametre/888-0134?promocode=4&FullPageMode=true,CEFLA (STERN WEBER srl),888-0134,Tuyau d'aspiration STERN WEBER pour fauteuil S190 / S200 / S250 - Gros diamètre,Tuyau d' aspiration pour fauteil,97900962,888-0134,888-0134, ,40.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-kavo-pour-fauteuil-1058-avec-embout-tuyau-de-160cm/884-5563?promocode=3&FullPageMode=true,DANAHER GROUP,884-5563,Tuyau d'aspiration KAVO - pour fauteuil 1058 avec embout - Tuyau de 160cm,Tuyau aspiration KAVO - Gros diamètre - Gris complet,30047180,884-5563,884-5563, ,115.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-en-silicone-cattani-diametre-16-gris-tuyau-de-2m/882-3552?promocode=2&FullPageMode=true,CATTANI,882-3552,Tuyau d'aspiration en silicone CATTANI - Diamètre 16 gris - Tuyau de 2m,Tuyau Silicone CATTANI - D16 - Gris - Tuyau de 2m,C040869,882-3552,882-3552, ,78.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-en-silicone-cattani-diametre-16-blanc-tuyau-de-2m/882-3547?promocode=7&FullPageMode=true,CATTANI,882-3547,Tuyau d'aspiration en silicone CATTANI - Diamètre 16 blanc - Tuyau de 2m,Tuyau aspiration blanc CATTANI - 17/5mm - Tuyau de 2m,C040871,882-3547,882-3547, ,78.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-en-silicone-cattani-diametre-11-gris-tuyau-de-2m/882-3550?promocode=0&FullPageMode=true,CATTANI,882-3550,Tuyau d'aspiration en silicone CATTANI - Diamètre 11 gris - Tuyau de 2m,Tuyau Silicone CATTANI - D11 - Gris - Tuyau de 2m,C040904,882-3550,882-3550, ,78.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-en-silicone-cattani-diametre-11-blanc-tuyau-de-2m/882-3548?promocode=8&FullPageMode=true,CATTANI,882-3548,Tuyau d'aspiration en silicone CATTANI - Diamètre 11 blanc - Tuyau de 2m,Tuyau aspiration blanc CATTANI - PM 011 - Tuyau de 2m,C040901,882-3548,882-3548, ,78.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-dentsply-sirona-pour-fauteuil-c3-c4-carquois-ferme/920-0867?promocode=7&FullPageMode=true,DENTSPLY SIRONA,920-0867,Tuyau d'aspiration DENTSPLY SIRONA - pour fauteuil C3/C4 + carquois fermé,Tuyau aspiration C3 / C4 + carquois ferme SIRONA,5901033,920-0867,920-0867, ,168.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-d-aspiration-dentsply-sirona-pour-fauteuil-c-teneo-sinius/920-1277?promocode=7&FullPageMode=true,DENTSPLY SIRONA,920-1277,Tuyau d'aspiration DENTSPLY SIRONA - pour fauteuil C - Teneo - Sinius,Tuyau aspiration C1 / C2 /C3 / C4 / C5 SIRONA,1894810,920-1277,920-1277, ,132.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-crachoir-assistant-dentsply-sirona/920-0986?promocode=6&FullPageMode=true,SIRONA (consommables),920-0986,Tuyau crachoir assistant DENTSPLY SIRONA,TUYAU CRACHOIR ASSISTANT LONG 1.40M 5901124 SIRONA,5901124,920-0986,920-0986, ,99.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-aspiration-gris-diam-20mm-long-1-56m-kavo/885-9399?promocode=9&FullPageMode=true,DANAHER GROUP,885-9399,Tuyau Aspiration Gris Diam 20Mm Long 1.56M Kavo,Tuyau aspiration KAVO - Gris gros diamètre - Tuyau 2m,10135157,885-9399,885-9399, ,60, , 
https://www.henryschein.fr/fr-fr/corporate/p/pieces-detachees/tuyaux/tuyau-aspiration-complet-intego-sirona/927-9891?promocode=1&FullPageMode=true,SIRONA (consommables),927-9891,TUYAU ASPIRATION COMPLET INTEGO SIRONA,TUYAU ASPIRATION COMPLET INTEGO REF 6458959 SIRONA,6458959,927-9891,927-9891, ,131.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/metal-strips-gc-rouge-0-16mm-boite-de-12/866-4605?promocode=5&FullPageMode=true,GC,866-4605,Metal Strips GC - Rouge - 0/16mm - Boîte de 12,Diamant &eacute;lectro-d&eacute;pos&eacute; sur bande acier ultra fine. Id&eacute;al pour les surfaces interproximales. Existe en 4 granulom&egrave;tries avec codes couleurs :rouge pour &eacute;barber/ bleu pour tailler/ vert pour polir et jaune pour finir. Ces strips peuvent &ecirc;tre r&eacute;utilis&eacute;s apr&egrave;s st&eacute;rilisation thermique ou chimique. - Epaisseur 0/16,251,866-4605,866-4605, ,100.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/metal-strips-gc-jaune-0-07mm-boite-de-12/866-4788?promocode=8&FullPageMode=true,GC,866-4788,Metal Strips GC - Jaune - 0/07mm - Boîte de 12,Diamant &eacute;lectro-d&eacute;pos&eacute; sur bande acier ultra fine. Id&eacute;al pour les surfaces interproximales. Existe en 4 granulom&egrave;tries avec codes couleurs :rouge pour &eacute;barber/ bleu pour tailler/ vert pour polir et jaune pour finir. Ces strips peuvent &ecirc;tre r&eacute;utilis&eacute;s apr&egrave;s st&eacute;rilisation thermique ou chimique. Epaisseur 0/07,263,866-4788,866-4788, ,100.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/metal-strips-gc-coffret-assortiment/866-4600?promocode=0&FullPageMode=true,GC,866-4600,Metal Strips GC - Coffret assortiment,Diamant &eacute;lectro-d&eacute;pos&eacute; sur bande acier ultra fine. Id&eacute;al pour les surfaces interproximales. Existe en 4 granulom&egrave;tries avec codes couleurs :rouge pour &eacute;barber/ bleu pour tailler/ vert pour polir et jaune pour finir. Ces strips peuvent &ecirc;tre r&eacute;utilis&eacute;s apr&egrave;s st&eacute;rilisation thermique ou chimique. Bo&icirc;te assortie12 strips en 4 granulom&egrave;tries/ largeur 2/6 mm.,267,866-4600,866-4600, ,100.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/metal-strips-gc-bleu-0-11mm-boite-de-12/866-4651?promocode=1&FullPageMode=true,GC,866-4651,Metal Strips GC - Bleu - 0/11mm - Boîte de 12,Diamant &eacute;lectro-d&eacute;pos&eacute; sur bande acier ultra fine. Id&eacute;al pour les surfaces interproximales. Existe en 4 granulom&egrave;tries avec codes couleurs :rouge pour &eacute;barber/ bleu pour tailler/ vert pour polir et jaune pour finir. Ces strips peuvent &ecirc;tre r&eacute;utilis&eacute;s apr&egrave;s st&eacute;rilisation thermique ou chimique. Epaisseur 0/11,255,866-4651,866-4651, ,100.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/epitex-gc-matrice-transparente-bobine-de-10m/333-7913?promocode=3&FullPageMode=true,GC,333-7913,Epitex GC - Matrice transparente - Bobine de 10m,Syst&egrave;me de finition et polissage/ strips sans adh&eacute;sif assurant une finition parfaite sans trace de gomme/ Matrice Transparente,409,333-7913,333-7913, ,41.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/epitex-gc-gros-grain-bobine-de-10m/333-6029?promocode=9&FullPageMode=true,GC,333-6029,Epitex GC - Gros Grain - Bobine de 10m,Syst&egrave;me de finition et polissage/ strips sans adh&eacute;sif assurant une finition parfaite sans trace de gomme/ Recharges,405,333-6029,333-6029, ,46.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/epitex-gc-grain-moyen-bobine-de-10m/333-6679?promocode=9&FullPageMode=true,GC,333-6679,Epitex GC - Grain Moyen - Bobine de 10m,Syst&egrave;me de finition et polissage/ strips sans adh&eacute;sif assurant une finition parfaite sans trace de gomme/ Recharges,407,333-6679,333-6679, ,46.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/epitex-gc-grain-fin-bobine-de-10m/333-6931?promocode=1&FullPageMode=true,GC,333-6931,Epitex GC - Grain Fin - Bobine de 10m,Syst&egrave;me de finition et polissage/ strips sans adh&eacute;sif assurant une finition parfaite sans trace de gomme/ Recharges,406,333-6931,333-6931, ,46.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/epitex-gc-grain-extra-fin-bobine-de-10m/333-7065?promocode=5&FullPageMode=true,GC,333-7065,Epitex GC - Grain Extra-Fin - Bobine de 10m,Syst&egrave;me de finition et polissage/ strips sans adh&eacute;sif assurant une finition parfaite sans trace de gomme/ Recharges,408,333-7065,333-7065, ,46.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/epitex-gc-coffret-d-introduction/333-5321?promocode=1&FullPageMode=true,GC,333-5321,Epitex GC - Coffret d'introduction,Syst&egrave;me de finition et polissage/ strips sans adh&eacute;sif assurant une finition parfaite sans trace de gomme/ Coffret d'introduction/ 1 bobine de 10 m&egrave;tres de chaque grain (gros-moyen-fin-extra-fin)/ + 1 bobine de 10 m&egrave;tres de matrice transparente/ + 1 distributeur pour les 5 bobines.,404,333-5321,333-5321, ,192.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/bandes-a-separer-en-acier-4mm-12-roeko/872-3555?promocode=5&FullPageMode=true,COLTENE GROUP,872-3555,BANDES A SEPARER EN ACIER 4MM (12) ROEKO,Bandes d&rsquo;acier recouvertes de corindon haute qualit&eacute; de grain moyen.,570004,872-3555,872-3555, ,13.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/bande-de-separation-diatech-medium-6mm-coltene/896-3372?promocode=2&FullPageMode=true,COLTENE GROUP,896-3372,Bande de séparation Diatech/ medium 6mm Coltene, Bande de s&eacute;paration DIATECH/ medium/ 6 mm/ 1 face/ 12pcs     Les bandes de s&eacute;paration en acier sont des bandes d'acier rev&ecirc;tues d'oxyde d'aluminium qui sert de support abrasif. Les bandes de s&eacute;paration en acier sont utilis&eacute;es &agrave; diverses fins dans le cabinet et dans le laboratoire. Le principal domaine d'application est le fa&ccedil;onnage et la finition des restaurations dentaires et de la structure des dents/ elles sont sp&eacute;cialement adapt&eacute;es pour l&rsquo;espace inter dentaire insuffisant ou une forme de dent non d&eacute;sir&eacute;e.     Caract&eacute;ristiques : Bande de s&eacute;paration flexible; design fin pour un acc&egrave;s aux espaces inter dentaires &eacute;troits; disponibles en 3 largeurs; usage unique; corindon de haute qualit&eacute; pour des caract&eacute;ristiques de polissage excellentes.      ,60026824,896-3372,896-3372, ,5.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/bande-de-separation-diatech-medium-4-mm-coltene/896-3371?promocode=1&FullPageMode=true,COLTENE GROUP,896-3371,Bande de séparation Diatech/ medium 4 mm Coltene, Bande de s&eacute;paration DIATECH/ medium/ 4 mm/ 1 face/ 12pcs.     Les bandes de s&eacute;paration en acier sont des bandes d'acier rev&ecirc;tues d'oxyde d'aluminium qui sert de support abrasif. Les bandes de s&eacute;paration en acier sont utilis&eacute;es &agrave; diverses fins dans le cabinet et dans le laboratoire. Le principal domaine d'application est le fa&ccedil;onnage et la finition des restaurations dentaires et de la structure des dents/ elles sont sp&eacute;cialement adapt&eacute;es pour l&rsquo;espace inter dentaire insuffisant ou une forme de dent non d&eacute;sir&eacute;e.     Caract&eacute;ristiques : Bande de s&eacute;paration flexible; design fin pour un acc&egrave;s aux espaces inter dentaires &eacute;troits; disponibles en 3 largeurs; usage unique; corindon de haute qualit&eacute; pour des caract&eacute;ristiques de polissage excellentes. ,60026823,896-3371,896-3371, ,4.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/bande-de-separation-diatech-medium-8mm-coltene/896-3373?promocode=3&FullPageMode=true,COLTENE GROUP,896-3373,Bande de séparation Diatech medium 8mm Coltene, Bande de s&eacute;paration DIATECH/ medium/ 8 mm/ 1 face/ 12pcs.     Les bandes de s&eacute;paration en acier sont des bandes d'acier rev&ecirc;tues d'oxyde d'aluminium qui sert de support abrasif. Les bandes de s&eacute;paration en acier sont utilis&eacute;es &agrave; diverses fins dans le cabinet et dans le laboratoire. Le principal domaine d'application est le fa&ccedil;onnage et la finition des restaurations dentaires et de la structure des dents/ elles sont sp&eacute;cialement adapt&eacute;es pour l&rsquo;espace inter dentaire insuffisant ou une forme de dent non d&eacute;sir&eacute;e.     Caract&eacute;ristiques : Bande de s&eacute;paration flexible; design fin pour un acc&egrave;s aux espaces inter dentaires &eacute;troits; disponibles en 3 largeurs; usage unique; corindon de haute qualit&eacute; pour des caract&eacute;ristiques de polissage excellentes. ,60026825,896-3373,896-3373, ,7.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/bande-abrasive-diam-sple-face-super-fin-10-garrison/951-2634?promocode=4&FullPageMode=true,GARRISON DENTAL (BRAND),951-2634,BANDE ABRASIVE DIAM SPLE FACE SUPER-FIN (10) GARRISON,BANDE ABRASIVE DIAM SPLE FACE SUPER-FIN (10)GARRIS,FPSXFSS,951-2634,951-2634, ,195.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/bande-abrasive-diam-double-rugueux-10-garrison/951-2639?promocode=9&FullPageMode=true,GARRISON DENTAL (BRAND),951-2639,BANDE ABRASIVE DIAM DOUBLE RUGUEUX (10) GARRISON,BANDE ABRASIVE DIAM DOUBLE RUGUEUX (10) GARRISON,FPSCDS,951-2639,951-2639, ,193.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/bande-abrasive-diam-double-face-fin-10-garrison/951-2635?promocode=5&FullPageMode=true,GARRISON DENTAL (BRAND),951-2635,BANDE ABRASIVE DIAM DOUBLE FACE FIN (10) GARRISON,BANDE ABRASIVE DIAM DOUBLE FACE FIN (10) GARRISON,FPSFDS,951-2635,951-2635, ,193.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/polissage/strips-de-polissage/bande-abras-diam-dble-face-super-fin-10-garrison/951-2633?promocode=3&FullPageMode=true,GARRISON DENTAL (BRAND),951-2633,BANDE ABRAS DIAM DBLE FACE SUPER-FIN (10) GARRISON,BANDE ABRAS DIAM DBLE FACE SUPER-FIN (10) GARRISON,FPSXFDS,951-2633,951-2633, ,195.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/diamond-polish-ultradent-mint-0-5-microns/892-7028?promocode=8&FullPageMode=true,ULTRADENT,892-7028,Diamond Polish ULTRADENT - Mint - 0/5 Microns,Diamond Polish (0/5&mu;m) P&acirc;te diamant&eacute;e pour polissage et lustrage. / Contient des particules diamant&eacute;es microcristallines pour un lustrage esth&eacute;tique in&eacute;gal&eacute; / Application recommand&eacute;e avec brossettes en poils de ch&egrave;vre ou feutres de polissage / Laisse un go&ucirc;t menthol&eacute; frais apr&egrave;s le polissage / Apporte un poli in&eacute;gal&eacute; sur les surfaces de c&eacute;ramique ou de composite.,UP5540,892-7028,892-7028, ,47.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/clinpro-white-varnish-3m-gout-menthe-lot-de-100-x-0-5-ml/897-2987?promocode=7&FullPageMode=true,3M-ESPE,897-2987,Clinpro White Varnish 3M - Goût menthe - Lot de 100 x 0.5 ml,Clinpro&trade; White Varnish avec TCP (Tri-Calcium Phosphate) est une formule exclusive qui contient du fluor/ du calcium et du phosphate/ des composants qui sont naturellement pr&eacute;sents dans la salive. S&rsquo;&eacute;tale mieux et atteint toutes les zones o&ugrave; le vernis peut avoir du mal &agrave; aller Relargue encore plus d&rsquo;ions fluorures. Permet l&rsquo;obturation des tubuli. Applications sugg&eacute;r&eacute;es. Traitement ou pr&eacute;vention des dents hypersensibles (dentine ou &eacute;mail).,12250FR,897-2987,897-2987, ,279.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/clinpro-white-varnish-3m-gout-melon-lot-de-50-x-0-5-ml/897-1290?promocode=0&FullPageMode=true,3M-ESPE,897-1290,Clinpro White Varnish 3M - Goût melon - Lot de 50 x 0.5 ml,Clinpro&trade; White Varnish avec TCP (Tri-Calcium Phosphate) est une formule exclusive qui contient du fluor/ du calcium et du phosphate/ des composants qui sont naturellement pr&eacute;sents dans la salive. S&rsquo;&eacute;tale mieux et atteint toutes les zones o&ugrave; le vernis peut avoir du mal &agrave; aller Relargue encore plus d&rsquo;ions fluorures. Permet l&rsquo;obturation des tubuli. Applications sugg&eacute;r&eacute;es. Traitement ou pr&eacute;vention des dents hypersensibles (dentine ou &eacute;mail).,12249L,897-1290,897-1290, ,129.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/clinpro-white-varnish-3m-gout-melon-lot-de-100-x-0-5-ml/897-2989?promocode=9&FullPageMode=true,3M-ESPE,897-2989,Clinpro White Varnish 3M - Goût melon - Lot de 100 x 0.5 ml,Clinpro&trade; White Varnish avec TCP (Tri-Calcium Phosphate) est une formule exclusive qui contient du fluor/ du calcium et du phosphate/ des composants qui sont naturellement pr&eacute;sents dans la salive. S&rsquo;&eacute;tale mieux et atteint toutes les zones o&ugrave; le vernis peut avoir du mal &agrave; aller Relargue encore plus d&rsquo;ions fluorures. Permet l&rsquo;obturation des tubuli. Applications sugg&eacute;r&eacute;es. Traitement ou pr&eacute;vention des dents hypersensibles (dentine ou &eacute;mail).,12250L,897-2989,897-2989, ,279.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/clinpro-white-varnish-3m-gout-cerise-lot-de-50-x-0-5-ml/897-1289?promocode=9&FullPageMode=true,3M-ESPE,897-1289,Clinpro White Varnish 3M - Goût cerise - Lot de 50 x 0.5 ml,Clinpro&trade; White Varnish avec TCP (Tri-Calcium Phosphate) est une formule exclusive qui contient du fluor/ du calcium et du phosphate/ des composants qui sont naturellement pr&eacute;sents dans la salive. S&rsquo;&eacute;tale mieux et atteint toutes les zones o&ugrave; le vernis peut avoir du mal &agrave; aller Relargue encore plus d&rsquo;ions fluorures. Permet l&rsquo;obturation des tubuli. Applications sugg&eacute;r&eacute;es. Traitement ou pr&eacute;vention des dents hypersensibles (dentine ou &eacute;mail).,12249C,897-1289,897-1289, ,129.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/clinpro-white-varnish-3m-gout-cerise-lot-de-100-x-0-5-ml/897-2988?promocode=8&FullPageMode=true,3M-ESPE,897-2988,Clinpro White Varnish 3M - Goût cerise - Lot de 100 x 0.5 ml,Clinpro&trade; White Varnish avec TCP (Tri-Calcium Phosphate) est une formule exclusive qui contient du fluor/ du calcium et du phosphate/ des composants qui sont naturellement pr&eacute;sents dans la salive. S&rsquo;&eacute;tale mieux et atteint toutes les zones o&ugrave; le vernis peut avoir du mal &agrave; aller Relargue encore plus d&rsquo;ions fluorures. Permet l&rsquo;obturation des tubuli. Applications sugg&eacute;r&eacute;es. Traitement ou pr&eacute;vention des dents hypersensibles (dentine ou &eacute;mail).,12250C,897-2988,897-2988, ,279.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/cleanpolish-kerr-pate-a-polir-50gr/872-3228?promocode=8&FullPageMode=true,KERR,872-3228,Cleanpolish KERR - Pate A Polir - (50Gr),P&acirc;te de nettoyage et de polissage/ s'utilise &eacute;galement pour le pr&eacute;-polissage de l'or/ de l'amalgame et des r&eacute;sines.,360,872-3228,872-3228, ,11.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/cleanjoy-voco-pate-grossiere-tube-100g/890-2263?promocode=3&FullPageMode=true,VOCO,890-2263,Cleanjoy VOCO - Pâte grossière - Tube 100g,P&acirc;te prophylactique pour le nettoyage professionnel et le polissagedes dentsIndicationsElimination des plaques dentaires superficielles molles ou duresElimination des dyschromies extrins&egrave;ques (par ex. d&eacute;colorations li&eacute;es au caf&eacute;/ au th&eacute; ou au tabac)Polissage des surfaces dentaires dans le cadre d'un nettoyage dentaire professionnel/ avant de blanchir et apr&egrave;s avoir retir&eacute; les appareils orthodontiques fixesNettoyage et polissage d'obturations dans le cadre d'un nettoyage dentaire professionnelElimination des traces de mat&eacute;riau de fixation temporaire avant le collage d&eacute;finitif (scellement),2092,890-2263,890-2263, ,25.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/cleanjoy-tube-4-x-100-g-grain-fin-voco/895-4210?promocode=0&FullPageMode=true,VOCO GmbH,895-4210,CLEANJOY - TUBE 4 X 100 G GRAIN FIN VOCO,Caract&eacute;ristiques : consistance homog&egrave;ne/ ne coule pas/ pas de projections (2.000 &agrave; 3.000 t / min.)/ sans parab&egrave;nes/ grain fin (vert) RDA = 16. Code couleurs : utilisation simple et sans risque de confusion. Peut &ecirc;tre utilis&eacute; avec tous les instruments habituels (brossettes/ cupules etc.). Contient des fluorures (700 ppm) et du xylitol. Trois parfums agr&eacute;ables : cerise/ menthe et caramel. Avantages du SingleDose : application facile/ rapide et hygi&eacute;nique/ utilisation sans outil suppl&eacute;mentaire/ ne peut se renverser.,2089,895-4210,895-4210, ,84.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/ccs-prophy-paste-vert-rda-170-144-pcs-directa/890-3343?promocode=3&FullPageMode=true,DIRECTA AB,890-3343,CCS PROPHY PASTE VERT RDA 170 144 PCS DIRECTA,CCS Prophy paste DIRECTA - vert - 144pièces,690122,890-3343,890-3343, ,108.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/ccs-prophy-paste-rouge-rda-120-144-pcs-directa/890-3342?promocode=2&FullPageMode=true,DIRECTA AB,890-3342,CCS PROPHY PASTE ROUGE RDA 120 144 PCS DIRECTA,CCS Prophy paste DIRECTA - rouge - 144pièces,690121,890-3342,890-3342, ,108.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/ccs-prophy-paste-jaune-rda-40-144-pcs-directa/890-3341?promocode=1&FullPageMode=true,DIRECTA AB,890-3341,CCS PROPHY PASTE JAUNE RDA 40 144 PCS DIRECTA,CCS Prophy paste DIRECTA - jaune - 144pièces,690120,890-3341,890-3341, ,108.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/ccs-prophy-paste-directa-verte-rda-170-97g-60ml/886-4102?promocode=2&FullPageMode=true,DIRECTA AB,886-4102,CCS Prophy Paste DIRECTA - Verte - RDA 170 97G/60ML,Verte RDA 170/ 70 microns P&acirc;te de nettoyage/ de polissage et de brillantage pouvant s'utiliser sur les m&eacute;taux pr&eacute;cieux et non pr&eacute;cieux/ les r&eacute;sines ou apr&egrave;s un d&eacute;tartrage. Contient 0/1 % de fluor. N'&eacute;clabousse pas et ne se s&eacute;pare pas.,7311-14,886-4102,886-4102, ,23.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/ccs-prophy-paste-directa-rouge-rda-120-84g-60ml/886-4103?promocode=3&FullPageMode=true,DIRECTA AB,886-4103,CCS Prophy Paste DIRECTA - rouge - RDA 120 84G/60ML,Rouge RDA 120/ 20 microns P&acirc;te de nettoyage/ de polissage et de brillantage pouvant s'utiliser sur les m&eacute;taux pr&eacute;cieux et non pr&eacute;cieux/ les r&eacute;sines ou apr&egrave;s un d&eacute;tartrage. Contient 0/1 % de fluor. N'&eacute;clabousse pas et ne se s&eacute;pare pas.,7311-12,886-4103,886-4103, ,23.49, , 
