url,marque,id_variante,designation,reference,descriptif,prix_promo_unit,ref_price_unit,qty_dgrsf_1,qty_dgrsf_2,prix_prom_dgrsf_1,prix_prom_dgrsf_2
https://www.megadental.fr/kit-piece-a-main-piezo-led3-insertcle-dm-dm182.html,ba-international,40408,Kit Pièce A Main Piezo LED+3 Insert+Clé DM*,DM182,Kit Pièce A Main Piezo LED+3 Insert+Clé (BA INTERNATIONAL)Avantages: • Autoclavable• Appareil polyvalent• Pratique à utilisé grâce à son ergonomie• Élimine le tartre sans endommager l'émailCaractéristiques techniques: • Conditionnement de vente: 1 kit contenant  la pièce à main Piezo LED+ 1 BAC261E + 1 BAC262E + 1 BAC263E + 1 Clé Dynanométrique + 1 carte d'usureRéf: 8363191,485,729.95,,,,
https://www.megadental.fr/kit-piece-a-main-piezo-3-inserts-cle-dm-dm181.html,ba-international,40407,Kit Pièce A Main Piezo+ 3 Inserts +Clé DM*,DM181,Kit Pièce A Main Piezo+ 3 Inserts +Clé (BA INTERNATIONAL)Avantages: • Autoclavable• Appareil polyvalent• Pratique à utilisé grâce à son ergonomie• Élimine le tartre sans endommager l'émailCaractéristiques techniques: • Conditionnement de vente: 1 kit contenant  la pièce à main Piezo+ 1 BAC261E + 1 BAC262E + 1 BAC263E + 1 Clé Dynanométrique + 1 carte d'usureRéf: 8364191,385,529.95,,,,
https://www.megadental.fr/kit-poignees-supports-alya-blanc-sp310390006-far-888-9148.html,,25600,KIT POIGNEES + SUPPORTS ALYA BLANC SP310390006 FAR,1360-000,,226.07,226.07,,,,
https://www.megadental.fr/kit-pour-sinus-lift-894-1373.html,ace,5946,KIT POUR SINUS LIFT,3595-016, 1 rétracteur de sinus Lift Shepherd + 1 élévateur Périostal fortement coudé + 1 élévateur Clepper Tatum antralpastie + 1 curette standard pour sinus Lift  3 mm/5 mm + 1 curette à embout courbé pour Sinus Lift  3 mm/5 mm + 1 jauge profondeur (titane) + 1 trousse vide.,392.9,392.9,,,,
https://www.megadental.fr/kit-preparation-endodontique-1-250062aa-diatech-897-2933.html,diatech,32220,KIT PREPARATION ENDODONTIQUE (1) 250062AA  DIATECH,4155-019,Ces 5 instruments constituent une solution pour les préparations endodontiques.FRAISE RONDE 801L-014 ML avec tige longue pour un meilleur accès. Cette fraise ronde et mince est utilisée pour pratiquer l'ouverture préliminaire  par exemple pour préparer des petites cavités d'accès et prémolaires. Ma longueur additionnelle est particulièrement utile pour les molaires présentant une chambre pulpaire profonde ou calcifiée.LA FRAISE 851-016-8 ML avec extrémité non travaillante permet une préparation sûre et sans risque de perforation. Cette fraise se prête par conséquent au retrait du plafond pulpaire des molaires. Elle garantit une préparation sure des structures dentinaires et amelaires gênantes et l'obtention d'un accès canalaire direct et régulier.LA FRAISE 856-018 ML  est généralement utilisée pour pratiquer une ouverture préliminaire dans les molaires et l'ouverture des chambres pulpaires des dents postérieures. La longueur totale est inferieure à celle de 801L en raison de l'accès souvent difficile aux dents postérieures.LA FRAISE 856-014-8 ML est utilisée pour la régularisation de l'accès coronaire et la préparation de la chambre pulpaire des incisives et des canines. Pour les prémolaires et les molaires  elle peut servir si nécessaire à l'élimination des contre-dépouilles.C245 008 est une fraise en carbure conçue pour le retrait de restaurations et couronnes prothétiques.DM Classe IIA.Organisme notifié:0123Fabricant: Coltène Whaledent AG.,73.01,73.01,,,,
https://www.megadental.fr/kit-profection-24-pcs-l15283-carton-de-5-951-0018.html,profection,2903,KIT PROFECTION 24 PCS L15283 CARTON DE 5,2230-173,Ce kit de profection a été stérilisé à l'oxyde d'éthylène pour un usage unique.Le kit dentaire contient :1 casaque de chirurgie2 blouses d'isolation1 support pour tubulures avec adhésif1 champ troué 90 x 75 cm  diam. 11 cm1 champ 100 x 100ccm1 champ 150 x 150 cm2 protège-poignées de scialytique2 protections pour tubulures 120 x 8 cm1 charlotte avec élastique2 calots de chirurgien avec lanières2 masques de chirurgie avec lanières2 essuie-mains1 brosse à ongles4 gants polyéthylène1 pompe à salive,109,140,,,,
https://www.megadental.fr/kit-profection-33-pcs-l15282-carton-de-5-951-0019.html,profection,2904,KIT PROFECTION 33 PCS L15282 CARTON DE 5,2231-173,Ce set répond à un niveau de protection et de stérilité pour les besoins du personnel médical et du patient. Le kit contient:-1 set d’aspiration avec canule/tubulure 270 cm,119,159,,,,
https://www.megadental.fr/kit-profection-48-pcs-l15284-carton-de-5-951-0020.html,profection,2953,KIT PROFECTION 48 PCS L15284 CARTON DE 5,2242-173, 4 gants polyéthylène 3 masques de chirurgie avec lanières 1 calot de chirurgien avec lanières 1 protection pour tube radio 1 housse fauteuil 190 x 105 cm1 cagoule 6 sur-chaussures en NT 1 blouse d’isolation 2 casaques de chirurgie 2 charlottes avec élastique 1 champ troué 80 x 70 cm 1 champ troué 80 x 70 cm avec adhésif 1 champ 150 x 150 cm avec adhésif & velcro 2 protège-poignées de scialytiques 1 support pour tubulure avec adhésif 1 sachet plastique 80 x 50 cm 2 champs 100 x 100 cm avec adhésif 2 films barrière bleus 30 x 10 cm 2 bandes adhésives 70 x 5 cm 2 essuie-mains 4 protections pour tubulures 120 x 8 cm 2 brosses à ongles 1 pompe à salive 2 élastiques sans latex 1 champ 150 x 150 cm avec adhésif ,149.95,204.9,,,,
https://www.megadental.fr/kit-profection-57-pcs-l15285-carton-de-5-951-0021.html,profection,39293,KIT PROFECTION 57 PCS L15285 CARTON DE 5,2243-173,"Le carton contient 5
kits.Le kit contient :1. 1 set d’aspiration avec canule/tubulure 270 cm2. 1 set d’irrigation externe3. 1 set d’irrigation universel 1 ou 2 voies4. 4 gants polyéthylène5. 1 cagoule6. 1 calot de chirurgien7. 2 charlottes avec élastique8. 6 sur-chaussures en NT9. 1 champ absorbant 150 x 150 cm avec adhésif10. 1 champ absorbant 150 x 150 cm avec adhésif & attache velcro pour tubulures11. 1 blouse d’isolation12. 2 casaques de chirurgie13. 4 protections pour tubulure 120 x 8 cm14. 2 champs 100 x 100 cm avec adhésif15. 1 champ troué 80 x 70 cm16. 1 champ troué 80 x 70 cm avec adhésif17. 2 protège-poignées de scialytiques18. 1 sachet plastique 80 x 50 cm19. 1 support pour tubulure avec adhésif20. 2 films barrière bleus 30 x 10 cm21. 1 protection pour tube radio22. 2 brosses à ongles23. 2 bandes adhésives 70 x 5 cm24. 2 essuie-mains25. 1 housse fauteuil 190 x 105 cm26. 3 masques de chirurgie avec lanières27. 1 filtre à os avec canule28. 1 pompe à salive29. 2 élastiques sans latex30. 1 pied à coulisse",179,241,,,,
https://www.megadental.fr/kit-reassort-cr-4-plaques-taille-0---owandy-890-5515.html,owandy,23907,KIT REASSORT CR 4 PLAQUES TAILLE 0          OWANDY,7737-012,,434.35,434.35,,,,
https://www.megadental.fr/kit-reparation-clapets-5111--511099200--durr-884-7877.html,d-rr-dental,29956,KIT REPARATION CLAPETS 5111     511099200     DURR,9099-006,,230.99,230.99,,,,
https://www.megadental.fr/kit-sonde-no6-miroir-duo-se-100--steriblue-890-7069.html,steriblue,23771,KIT SONDE NO6 + MIROIR DUO SE (100)      STERIBLUE,9281-012,Kit Sonde n°6 + miroir Duo SE STERIBLUE.Manches ergonomiques  coloris blanc.Miroir en verre véritable  sans déformation.Collage du miroir réalisé avec une colle alimentaire.Livré avec une protection plastique sur la sonde.Lot de 100.,134.86,134.86,,,,
https://www.megadental.fr/kit-sonicflex-paro-pour-2008l-kavo-890-9832.html,kavo-,39478,Kit Sonicflex Paro Pour 2008L (KAVO),1054-012,"Grâce à la variété des indications proposées par le SONICflex  il deviendra rapidement l'un des instruments les plus utilisés. De nombreux inserts vous permettent de l'ajuster exactement à vos besoins.Avantages:• Nettoyage
soigneux des poches en parodontologie • Nettoyage efficace des poches  jusqu’à une
profondeur de 9 mm ",529.35,529.35,,,,
https://www.megadental.fr/kit-tubesampoules-pr-1765-1965--0125-gamain-888-3369.html,gamain-,27644,KIT TUBES+AMPOULES PR 1765-1965      (0125) GAMAIN,5581-000,,310.24,310.24,,,,
https://www.megadental.fr/kit-ventilateur-vs300s-vs600-vs900--durr-885-8318.html,d-rr-dental,20641,KIT VENTILATEUR VS300S / VS600 / VS900        DURR,0530-007,L'unité d'aspiration est un moteur d'aspiration avec séparation intégrée. L'installation d'un dispositif de séparation dans l'équipement n'est donc plus nécessaire.L'unité d'aspiration sépare les liquides et les solides aspirés de l'air par l’intermédiaire d'un système de séparation à deux niveaux avec séparateur à cyclone et turbine de séparation. Avantages :• La turbine de séparation empêche efficacement que le liquide et la mousse de sang ne soient pas entraînés dans le carter de turbine  de l'unité d'aspiration. • Le liquide aspiré est continuellement entraîné vers l'évacuation  cela évite une interruption de flux d'air aspiré due à un trop plein. • L'unité d'aspiration est installé sur les silentblocs réduisant les vibrations et les bruits de fonctionnement. Caractéristiques techniques :• Code article fournisseur : 7130-982-54,98.35,98.35,,,,
https://www.megadental.fr/kit-vernis-dual-ftor-lux-2x10ml-tehnodent-988-8241.html,tehnodent,29427,KIT VERNIS DUAL FTOR-LUX 2X10ML  TEHNODENT,0463-100,Ce kit à double polymérisation (dual) est destiné à la fluoration en profondeur.Avantages :• Reminéralisation à long terme• Réduit l'hypersensibilité• Pas de séchage• Action rapide• Facile d'utilisationCaractéristique Techniques :• Traitement de la dentine profonde de la cavité• Protection de la pulpe avant obturation• Prévention des caries• Scellement des fissures sans préparation de l'émail• Traitement des dents de lait et des dents de sagesse• Traitement des tissus dentaires durs lors de la médication de la parodontie• Le Kit contient : 1 flacon avec compte-gouttes 10 ml + 1 flacon avec pipette de 10 ml,29.9,95,,,,
https://www.megadental.fr/kits-d-implantologie-889-5384.html,nichrominox,13604,KITS D 'IMPLANTOLOGIE,7506-001,Ce kit permet de sélectionner les accessoires nécessaires À  la pose d 'implants et de les stériliser directement dans la boîte.   En inox téflon et silicone  ces boîtes fabriquées avec des matériaux de   haute qualité sont conçues pour supporter toutes les solutions de   désinfection  les ultrasons et tous les modes de stérilisation. Dispositif médical de classe I. Utilisation se référer À  la notice.,67.21,67.21,,,,
https://www.megadental.fr/kits-reassort-cr-4-plaques-taille-2---owandy-890-5516.html,owandy,22577,KITS REASSORT CR 4 PLAQUES TAILLE 2         OWANDY,7738-012,,432.96,432.96,,,,
https://www.megadental.fr/kit-test-de-bowie-dick-comply-3m-951-6060.html,3m,39731,Kit-Test De Bowie-Dick Comply (3M),8282-173,Test de pénétration de vapeur pour stérilisateur à la vapeur sauturée 134°CAvantages :• Prêt à l'emploi• Compact  efficace et facile à utiliser • Conforme à la norme EN 867-7 de 2001 Caractéristiques techniques : • Conditionnement de vente : paquet de 400 feuilles en papier non blanchi • Code article fournisseur : LAN1300,169.85,169.85,,,,
https://www.megadental.fr/korox-extra-fin-110-microns-boite-8kg---bego-878-4737.html,bego,23650,KOROX EXTRA FIN 110 MICRONS BOITE 8KG         BEGO,6959-090,,74.95,74.95,,,,
https://www.megadental.fr/korox-micro-50-microns-boite-8kg----bego-878-4738.html,bego,22695,KOROX MICRO 50 MICRONS BOITE 8KG              BEGO,6950-090,,76.45,76.45,,,,
https://www.megadental.fr/ladaptateur-universel-300-09-892-5420.html,prodont-holliger,13832,L'ADAPTATEUR UNIVERSEL 300.09,7642-014, L'adaptateur universel pour extracteurs d'implantologie universels.,64.8,64.8,,,,
https://www.megadental.fr/lame-couteau-pour-soudeuse-hawo-880-0518.html,hawo,21594,LAME COUTEAU POUR SOUDEUSE HAWO,2730-002,,14.55,14.55,,,,
https://www.megadental.fr/lame-de-coupe-soudeuse-sella-ii---megamaster-959-0034.html,megamaster-by-coxo,29808,LAME DE COUPE SOUDEUSE SELLA II         MEGAMASTER,2256-171,,19,19,,,,
https://www.megadental.fr/lame-photo-metal-no1-nichrominox-878-1342.html,nichrominox,39358,Lame Photo Metal No1 (NICHROMINOX),3564-090,Poli brillant effet miroir.Les lames photos permettent de prendre tout cliché intra-buccal et d'obtenir d'excellentes images photographiques.Les clichés occlusaux sont réalisés avec le côté large du miroir et les clichés vestibulaires avec le petit côté.Les lames sont incassables.Dispositif médical de classe I.*commande spéciale  ni repris ni échangé.,57.7,57.7,,,,
https://www.megadental.fr/lame-soudeuse-a5-contact-tecnogaz-952-0666.html,tecnogaz,38480,Lame Soudeuse A5 Contact (TECNOGAZ),2888-174,,50.95,50.95,,,,
https://www.megadental.fr/lames-de-scie-018mm-px-201-12---coltene-878-8708.html,coltene,22240,"LAMES DE SCIE 0,18MM PX-201 (12)           COLTENE",0920-090,,35.9,35.9,,,,
https://www.megadental.fr/lames-pour-gutta-cutter-cx265-31--959-0050.html,megamaster-by-coxo,29291,LAMES POUR GUTTA CUTTER  CX265-31,2272-171,La lame chaude permet une coupe précise et rapide de la gutta percha. Quatre pointes de formes différentes épousent parfaitement la forme de chaque canal radiculaire  ce qui améliore considérablement la qualité du travail sur la matériau. ,15.9,15.9,,,,
https://www.megadental.fr/lamineer-tips-150mic-rouge-2-dentatus-951-6616.html,dentatus,40140,Lamineer Tips 150MIC Rouge (2) (DENTATUS),8838-173,Spatule courte LTA-150 : Pour la réduction grossière  pour le remodelage ou la finition des surplombs de tous les matériaux de restauration et de l’émailAvantages :• Avec bord coupant pour un meilleur accès interproximal• Les embouts n’endommagent pas le tissu souple (gingival).• Abrasif sur un seul côté • Autoclavable Caractéristiques techniques : • Conditionnement de vente : par 2 • Code article fournisseur : LTA-S150/2,99.34,99.34,,,,
https://www.megadental.fr/lampe-a-photopolymeriser-db686-latte-coxo-959-0083.html,megamaster-by-coxo,30685,Lampe a Photopolymeriser DB686-LATTE  (COXO),2205-171,Caractéristiques techniques:• Mode de polymérisation : haute puissance  progressif  par impulsion.• Longueur d'onde : 420/480 nm• Puissance : 1200mW/cm• Poids : 800g• La boite contient : Lampe à polymériser + Guide optique + plaque protectrice + batterie en lithium + base de chargeur + mode d'emploi Garantie 1 an,85,190,,,,
https://www.megadental.fr/lampe-de-sterilisation-uvc-mobile-952-2693.html,drexco,32701,LAMPE DE STÉRILISATION UVC MOBILE,4815-174,"""Attention: Ne doit pas être utilisée en présence de personnes ou d'animaux ""Pour la stérilisation par ultraviolets et ozone des espaces supérieurs à 30 m².Avantages : POURQUOI LES LAMPES UV-C SONT UTILISÉES?
Les UV-C produits artificiellement sont utilisés avec succès depuis des décennies comme bactéricide. Ils peuvent détruire ou empêcher la croissance de micro-organismes tels que les bactéries  les virus et d'autres agents pathogènes et constituent une alternative sans produits chimiques à d'autres méthodes de désinfection telles que l'utilisation de chlore.
En raison de son efficacité et de ses avantages  les UV-C trouvent de plus en plus d'applications  par exemple pour la désinfection dans les stations d'épuration  les laboratoires  les systèmes de climatisation  les piscines et les aquariums  ainsi qu'à différentes étapes du processus de production d'aliments et de boissons. Les UV-C sont également utilisés dans les cabinets dentaires pour stériliser les instruments  les plateaux de table et l'air.Fonctionnement: La
lumière ultraviolette et la température élevée peuvent désinfecter les virus du
Corona  car ils sont sensibles à la lumière ultraviolette  aux températures
élevées  également à 75%  d'alcool et de chlore. L’utilisation
varie en fonction des trois facteurs ; notamment pour la désinfection de
l’air  l’usage de la lampe UV serait approprié.Si
une pièce de 10 à 12 m2  une ampoule pour l'éclairage suffit  mais deux
ampoules seront plus efficaces  et nous suggérons de désinfecter la pièce au
moins une heure.L'ozone
n'a pas d'exigence pour une position spécifique  mais la source de lumière UV
stériliserait là où elle éclaire et le plus proche sera le mieux. 















L'ozone
est une propriété oxydante forte  non corrosive  les plastiques ordinaires
seront affectés mais les composants électroniques ne sont généralement pas
affectés par l'oxydation.Caractéristiques :Précautions d'emploi :• Tenir hors de la portée des enfants.• Aérer pendant 30 minutes après la désinfection.• Ne doit pas être utilisée en présence de personnes ou d'animaux.• Ne pas regarder directement la lumière U.V.C.",79,199,,,,
https://www.megadental.fr/lampe-led-ultimate-base200-ba-international-979-4478.html,ba-international,30060,LAMPE LED ULTIMATE BASE200 9794478 (BA INTERNATIONAL).,6690-191,Lampe LED Ultimate BASE200 (BA INTERNATIONAL).Lampe a photopolymériser LED sans fil  puissante et ergonomique offrant un large spectre permettant le durcissement  de la grande majorité des composites en seulement 10 secondes.Caractéristiques:• 3 modes de photopolymérisations (5  10 et 15 s)• Puissance: 1000mW/cm²• Longueur d'onde : 420-490nm• Poid: 105g• Batterie incorporée avec port de chargement micro-USB,159,205,,,,
https://www.megadental.fr/lampe-loupe-a-led-flexy-blanche-flx3db-eclaire-892-7856.html,eclaire,25155,LAMPE LOUPE A LED FLEXY BLANCHE  FLX3DB    ECLAIRE,9078-014,,157.45,157.45,,,,
https://www.megadental.fr/lampe-ultimate-3200-led-ba-international-979-5065.html,ba-international,29849,LAMPE ULTIMATE 3200 LED BA110200 BA INTERNATIONAL,7287-191,"Lampe Ultimate 3200 LED (BA INTERNATIONAL)Lampe à photopolymériser LED sans fil  légère et ergonomique Avantages :• Large spectre• Très puissante  jusqu'à 3200mW/cm²• 4 modes de polymérisations (mode 1: 600 mW/cm² ; mode 2: 1000mW/cm² ; mode 3: 2000mW/cm² ; mode 4: 3000mW/cm²)• Facile d'utilisation à l'aide du ""Navikey"" vous permettant le réglage du programme et la durée • Rayon lumineux collimaté pour une polymérisation homogène• Idéale pour le collage en orthodontieCaractéristiques techniques :• Conditionnement de vente : la lampe • Code article fournisseur : BA110200 ",590,1180,,,,
https://www.megadental.fr/lampe-valo-manchons-protect-500-ultradent-896-3101.html,ultradent-,39440,Lampe Valo Manchons Protect (500) (ULTRADENT),5323-018,,92.65,92.65,,,,
https://www.megadental.fr/languette-fermeture-cassette-gris-50z917i--zirc-952-0983.html,zirc,24827,LANGUETTE FERMETURE CASSETTE GRIS 50Z917I     ZIRC,2105-174,,9.27,9.27,,,,
https://www.megadental.fr/laser-a-diode-gemini-ultradent-952-1680.html,ultradent-,19614,LASER A DIODE GEMINI (ULTRADENT),3802-174,Le laser à diode Gemini 810 + 980 est le premier laser pour tissus mous à double longueur d’onde en dentisterie incluant un pic de puissance super-pulsée de 20 watts ainsi qu’un exceptionnel écran électroluminescent entièrement transparent.  Quelle que soit la procédure  le laser innovant Gemini la rend plus  rapide  plus douce et plus efficace.  Le pic de puissance super-pulsée  de 20 Watts et des temps de pulsation courts permettent une coupe plus douce et  plus rapide sans occasionner de dommages ou de marques aux tissus   liés à l’excès de chaleur. DOUBLE LONGUEUR D’ONDE POUR AUGMENTER LA POLYVALENCE CLINIQUELa technologie double longueur d’onde associe l’absorption optimale  par la mélanine de la longueur d’onde 810 nm et l’absorption optimale  par l’eau de la longueur d’onde 980 nm.  19 PROCÉDURES PRÉ-PROGRAMMÉESLe laser Gemini est préréglé pour 19 procédures courantes avec des valeurs de puissance et de pulsation les plus efficaces pour chaque procédure. • Pièce à main autoclavable pour une stérilisation simple entre deux procédures• Design élégant et innovant grâce à l’exceptionnel écran électroluminescent transparent• Interface utilisateur ultra-simple• Alimentation par batteries  design sans fil• Embout pré-activé pour un paramétrage simple -Puissance super-pulsée de 20 Watts-Ecran électroluminescence transparent-Eclairage LED de l’embout-19 procédures pré-programmées-Sans fil​  1 laser Gemini + 1 alimentation électrique + 1 pédale + 1 pièce à main + 10 embouts 5 mm + 3 lunettes de protection.Garantie 2 ans.,8599,11988,,,,
https://www.megadental.fr/laveur-melatherm-10-dt-a-400v-tri-10020-melag-883-9793.html,melag,22503,LAVEUR MELATHERM 10 DT-A (400V) TRI    10020 MELAG,1915-005,"MELAtherm
10 est le seul Thermo-Désinfecteur avec un volume spécifiquement adapté aux
capacités de traitement des autoclaves de paillasse. Conçu pour une utilisation
en cabinets dentaires  médicaux  paramédicaux et vétérinaires  le MELAtherm 10
est livré avec le panier principal et avec rampe d’injection pour le traitement
des instruments rotatifs. Points
clés :Capacité
de cuve idéale égale à 2 charges d’autoclave de 24 LitresCompartiment
produits et pompes de dosage automatiques intégrésSéchage
actif par turbine intégré avec Filtre HEPATraçabilité
et Archivage : carte mémoire Flash et Ports RJ 45Rapidité
de traitement : un cycle de traitement en 1 heure",13990,13990,,,,
https://www.megadental.fr/laveur-melatherm-10-dt-b-230v-mono-10021-melag-883-0823.html,melag,22406,LAVEUR MELATHERM 10 DT-B (230V) MONO   10021 MELAG,2045-005,MELAtherm est un thermodésinfecteur qui offre tous les avantages d'un traitement rapide  sûr  ergonomique et économique.MELAtherm propose : - un séchage actif après le nettoyage et la désinfection.- une cuve de traitement adaptée pour un traitement rapide et économique.- une aspiration et un dosage intégrés des liquides de traitement.,12093.9,12093.9,,,,
https://www.megadental.fr/lc-implant-suite-chariot-de-chirurgie--omnia-892-6998.html,omnia,20507,LC IMPLANT SUITE CHARIOT DE CHIRURGIE        OMNIA,8110-014,Le chariot chirurgical multifonctionnel est un produit pour les dentistes et a été conçu pour améliorer l'organisation du cabinet dentaire.Il permet de ranger l'équipement électronique  d'éviter l'encombrement des fils et des câbles  d'augmenter le niveau d'hygiène du cabinet  de gagner du temps et de réduire les efforts dans l'organisation du travail.LC Implant Suite est un outil indispensable pour ceux qui font de la chirurgie-implantologie en utilisant Physiodispenser ou Piezosurgery et pour ceux qui pratiquent les traitements endodontiques ou parodontiques. LC Implant Suite complète l'équipement d'un bloc opératoire.,2374.82,2374.82,,,,
https://www.megadental.fr/le-disque-marathon-en-partie-diamante-882-4483.html,renfert,12187,LE DISQUE MARATHON EN PARTIE DIAMANTE,6605-004,Vibreur À  plÀ¢tre. Les 1300 W de puissance du moteur permettent un enlèvement maximal sans effort. La porte se détache sans outil ce qui permet un nettoyage simple et rapide.Disque marathonNombre de tours max.  : 3 400 1/min    Mise en service  : eau et À  sec    Pouvoir abrasif / sec.  : 8 5 '10 5 g / 0.30 '0.37 oz.    Quantité de plÀ¢tre : 1 000 kg / 2 204 lbsDisque infinityNombre de tours max.  : 3 400 1/min    Mise en service  : eau        Pouvoir abrasif / sec.  : 8 5 '10 5 g / 0.30 '0.37 oz.        Quantité de plÀ¢tre  : 1 700 kg / 3 748 lbsGarantie 3 ans.,850,850,,,,
https://www.megadental.fr/le-meladem-40-pour-vacuklav-premium-plus-44b-40b-891-1367.html,melag,5943,LE MELADEM 40 POUR VACUKLAV PREMIUM PLUS  44B+ / 40B+,3589-013,,598,598,,,,
https://www.megadental.fr/lect-de-code-barre-douchette-inter-clavier-minidin-882-7451.html,,20537,LECT.DE CODE BARRE DOUCHETTE INTER-CLAVIER MINIDIN,9673-004,,812.15,812.15,,,,
https://www.megadental.fr/lecteur-optique-3elnl0001----tecnogaz-951-2744.html,a5,8656,LECTEUR OPTIQUE    3ELNL0001              TECNOGAZ,4966-173,En lisant le code barre  la douchette numérique  connectée à l'ordinateur  archivera dans le dossier le numéro de lot du ou des sachets utilisés pour les soins.Ce numéro de lot sert de référence pour obtenir l'ensemble des informations qui démontreront  si nécessaire  la bonne exécution de la stérilisation du ou des sachet(s) utilisé(s).Compatible uniquement avec les autoclaves A5 Hygene 18 SD et A5 Hygene 22 SD.*Articles ni repris ni échangés.Garantie 2 ans,120,120,,,,
https://www.megadental.fr/lentilles-caoutchouc-vertes-gros-4950-100-dedeco-878-5281.html,dedeco,22293,LENTILLES CAOUTCHOUC VERTES GROS 4950 (100) DEDECO,7403-090,,62.15,62.15,,,,
https://www.megadental.fr/les-pinceau-10-brushdip-890-8171.html,sun-medical,559,LES PINCEAU (10) BRUSHDIP,0393-012,BrushDip est indiqué EXCLUSIVEMENT pour la contention des dents mobiles et pour les contentions post orthodontiques.Contention sans fil  sans composite  sans fibre  sans adhésif  issu de la technologie Superbond-Esthetique avec sa teinte translucide  brush-dip est un peu épais et confortable pour le patient. Idéal pour les dents mobiles et la contention en fin de traitement orthodontique.,19.55,19.55,,,,
https://www.megadental.fr/lessive-liquide-mix-ma-192-2000.html,mix-ma,6964,LESSIVE LIQUIDE  MIX-MA,4222-314,Lessive liquide tous textiles. Spécial couleurs et textiles délicats  évite la décoloration.Bidon de 5 Litres.,31.4,31.4,,,,
https://www.megadental.fr/lessive-liquide-atom-5l-----ultravert-892-9465.html,ultravert,26217,LESSIVE LIQUIDE ATOM 5L                  ULTRAVERT,1687-014,,34.9,34.9,,,,
https://www.megadental.fr/liberty-sculpt-896-0210.html,prodont-holliger,3759,LIBERTY SCULPT,2432-018,Kit de 6 instruments et leur présentoir.* Réassort possible ,499,499,,,,
https://www.megadental.fr/ligature-acier-kobayashi-truforce-010-100-897-1261.html,ortho-technology,32713,LIGATURE ACIER KOBAYASHI TRUFORCE .010 (100),3483-019,Acier inoxydable plomb mort de haute qualité  qualité des produits médicaux  grade 304. Mise en place rapide des crochets pour la rétraction sur les supports sans crochets. 100 pièces par paquet.,19.45,19.45,,,,
https://www.megadental.fr/ligne-dirrigation-euronda-897-4529.html,euronda,38862,Ligne d'irrigation (EURONDA),6741-019,"La
ligne d'irrigation (mono-irrigation) est compatible avec le
physiodispenser MECTRON: Piezosurgery Touch  Piezosurgery White",97.9,97.9,,,,
https://www.megadental.fr/lime-alphakite-25mm-4--ca-5-komet-952-1252.html,komet,40041,Lime Alphakite 25mm 4% CA (5) (KOMET),3474-174,,72.82,72.82,,,,
https://www.megadental.fr/lime-parodontale-sugarman-fs34s---hu-friedy-600-6633.html,hu-friedy,21867,LIME PARODONTALE SUGARMAN FS3/4S         HU-FRIEDY,8855-822,,118.04,118.04,,,,
https://www.megadental.fr/liquicol-20cc-2-bouteilles-1732-0020--renfert-878-7713.html,renfert,22728,LIQUICOL 20CC 2 BOUTEILLES 1732-0020       RENFERT,9935-090,,46.3,46.3,,,,
https://www.megadental.fr/liquide-cutting-pour-aquacut-500ml-x6-velopex-882-8740.html,velopex,18583,LIQUIDE CUTTING POUR AQUACUT (500ML)  X6   VELOPEX,0962-004,,70.99,70.99,,,,
https://www.megadental.fr/liquide-de-desinfection-des-instruments-practice-protect-2l-dentsply-951-6603.html,dentsply-sirona,39058,Liquide De Désinfection Des Instruments Practice Protect (2L) (DENTSPLY),8825-173,"La formule biodégradable unique de glucoprotamine et d'inhibiteurs de corrosion peut fournir un excellent niveau de nettoyage et de désinfection des instruments en une seule étape.Avantages • Efficacité: Élimination facile du sang séché et grande efficacité contre plusieurs agents pathogènes• Sans aldéhyde et biodégradable • Compatibilité: Les inhibiteurs de
corrosion empêchent
les instruments de rouiller• Fonctionnement rapide 
désinfection en une
seule étapeCaractéristiques techniques • Conditionnement de vente:  2 L• Fabriqué à partir de composés
renouvelables• Trempage préalable ou
nettoyage manuel inutiles• Efficacité :     - NF EN 14563 – Désinfection des instruments dans un nettoyeur
à ultrasons         (éradication de la tuberculose)    - NF EN 13727 et NF EN 13624 – Bactéricide et levuricide
(conditions de propreté         et de saleté)     - NF EN 14563 – Tuberculicide  concentration 1 5% (conditions
de propreté et de         saleté)     - NF EN 14348 – Tuberculicide  concentration 1% (conditions de
propreté et de         saleté)     - NF EN 14885 (Phase 2  étape 1 et Phase 2  étape 2)     - NF EN 14561 et NF EN
14562 – Bactéricide et levuricide (conditions de propreté         et de saleté)    - Efficace contre les
virus simples non enveloppés – Virus simien 40 (DVV/RKI         2008)    - Efficace contre les virus simples non enveloppés –
Adénovirus (DVV/RKI 2008)    - Désinfection des instruments d’après la norme RKI 
paragraphe 18 ifSG (spectre         d’efficacité A)     - Virucide limité d’après la norme DVV/RKI - Efficace contre
les virus enveloppés (y         compris le VIH  le VHB  le VHC conformément à la norme
RKI 01/04) phase 2          étape 1.     - Désinfection des instruments d’après la norme DGHM/VAH –
bactéricide          levuricide  tuberculicide en conditions de propreté et de saleté 
phase 2  étape 2 
",78.1,78.1,,,,
https://www.megadental.fr/liquide-neutralisant-ac-5l-----smeg-951-9670.html,smeg,2511,LIQUIDE NEUTRALISANT AC 5L                    SMEG,1892-173,Neutralisant pour rinçage et lustrage de l’instrumentation inox.A utiliser en association avec le DENTAL-NE.,123,149,,,,
