name,habitat,historical_period,size_weight,characterstics,image_url
"Theiophytalia (Greek for ""garden of the gods""); pronounced THAY-oh-fie-TAL-ya",Woodlands of North America,Early Cretaceous (110 million years ago),"About 16 feet long and 1,000 pounds",Plants,https://www.thoughtco.com/thmb/KuSN9M0eeyrp43wsQE7e7wC3yoM=/614x372/filters:no_upscale():max_bytes(150000):strip_icc()/theiophytaliaWC-58b9a3863df78c353c118528.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/V-eZZGSU0beE7f1KfKHKYiGKA68=/900x405/filters:no_upscale():max_bytes(150000):strip_icc()/abrosaurusEC-57b0ba613df78cd39c1d25ef.jpg
"Tianyulong (Greek for ""Tianyu dragon""); pronounced tee-ANN-you-LONG",Woodlands of Asia,Late Jurassic (155 million years ago),About three feet long and 10 pounds,Plants,https://www.thoughtco.com/thmb/4wRkWtHRcRsS_A29yvcHMokRXzE=/800x443/filters:no_upscale():max_bytes(150000):strip_icc()/tianyulongNT-58b9a37c3df78c353c11718e.jpg
Trinisaurus (after paleontologist Trinidad Diaz); pronounced TREE-nee-SORE-ah,Plains of Antarctica,Late Cretaceous (75-70 million years ago),About four feet long and 30-40 pounds,Plants,https://www.thoughtco.com/thmb/YF_E2HBl5FgxohzcD1_yeod5J7w=/600x450/filters:no_upscale():max_bytes(150000):strip_icc()/trinisauraNT-58b9a3773df78c353c116917.jpg
"Uteodon (Greek for ""Utah tooth""); pronounced YOU-toe-don",Woodlands of North America,Late Jurassic (150 million years ago),About 20 feet long and one ton,Plants,https://www.thoughtco.com/thmb/5I92hiHMn0EvnzBxbpRKx-4hHLs=/1024x580/filters:no_upscale():max_bytes(150000):strip_icc()/uteodonWC-58b9a3443df78c353c1108ac.jpg
"Valdosaurus (Greek for ""weald lizard""); pronounced VAL-doe-SORE-us",Woodlands of western Europe,Early Cretaceous (130-125 million years ago),About four feet long and 20-25 pounds,Plants,https://www.thoughtco.com/thmb/huSDLa2Vbd2-PXAhhvnPREGHS48=/640x342/filters:no_upscale():max_bytes(150000):strip_icc()/valdosaurusNMH-58b9a3693df78c353c115010.jpg
"Xiaosaurus (Chinese/Greek for ""little lizard""); pronounced show-SORE-us",Woodlands of Asia,Late Jurassic (170-160 million years ago),About five feet long and 75-100 pounds,Plants,https://www.thoughtco.com/thmb/0TF8jSmmT1LgHWi1vlgznJk1TRc=/1933x1551/filters:no_upscale():max_bytes(150000):strip_icc()/xiaosaurusGE-58b9a3613df78c353c1141c0.jpg
,,,,,https://www.thoughtco.com/thmb/icKQXY7Sx3yRAQx0Br3PwNtsNVE=/600x326/filters:no_upscale():max_bytes(150000):strip_icc()/xuwulongNT-58b9a35b3df78c353c1133c6.jpg
"Yandusaurus (Greek for ""Yandu lizard""); pronounced YAN-doo-SORE-us",Woodlands of Asia,Middle Jurassic (170-160 million years ago),About 3-5 feet long and 15-25 pounds,Plants,https://www.thoughtco.com/thmb/wBm_VrZoK92XtfD5uJQOWV2BiAU=/1500x408/filters:no_upscale():max_bytes(150000):strip_icc()/yandusaurusWC-58b9a3533df78c353c1123eb.png
Zalmoxes (named after an ancient European deity); pronounced zal-MOCK-sees,Woodlands of central Europe,Late Cretaceous (70-65 million years ago),About 10 feet long and 500 pounds,Plants,https://www.thoughtco.com/thmb/rjUR3cniqdx8DbrFIRdwy2TOuGg=/1889x1000/filters:no_upscale():max_bytes(150000):strip_icc()/zalmoxesWC-58b9a34c5f9b58af5c80198a.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/oIs-QtUIPWtaOiHEkfJi-VEacJQ=/950x658/filters:no_upscale():max_bytes(150000):strip_icc()/abydosaurusNT-56a255495f9b58b7d0c9204a.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/4IROX6Vv1lYrvJOvWlNa9-ebEtw=/773x322/filters:no_upscale():max_bytes(150000):strip_icc()/amazonsaurusWC-5745bc6b5f9b58723d2a70d0.png
,,Woodlands of western Europe,,,https://www.thoughtco.com/thmb/1yq_2eJPupsG5SGxt0A0oz-5xsw=/1024x403/filters:no_upscale():max_bytes(150000):strip_icc()/aragosaurusSP-56a253f95f9b58b7d0c9196b.jpg
,,Woodlands of Africa,,,https://www.thoughtco.com/thmb/TdTeDvL3CjJjkNX0W74eyc_20xM=/900x675/filters:no_upscale():max_bytes(150000):strip_icc()/atlasaurusNT-56a256175f9b58b7d0c9286b.jpg
,,Woodlands of eastern North America,,,https://www.thoughtco.com/thmb/JuJHXWE3vA5GSLr3mIz60rnE_S8=/900x600/filters:no_upscale():max_bytes(150000):strip_icc()/astrodonEC-57b1d7f53df78cd39cf7cf71.jpg
,,Woodlands of Africa,,,https://www.thoughtco.com/thmb/36uLXq03MG_1FNJWifK22f46piA=/1024x448/filters:no_upscale():max_bytes(150000):strip_icc()/australodocusEC-56a253f93df78cf7727478fe.jpg
,,Plains of southern Asia,,,https://www.thoughtco.com/thmb/V7Lwi7QnIkVoa5SCcsdvub26yM4=/800x383/filters:no_upscale():max_bytes(150000):strip_icc()/barapasaurus-56a252c63df78cf772746a75.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/V9aDnssWIY39dJrLPqKcVcdTY0I=/800x351/filters:no_upscale():max_bytes(150000):strip_icc()/bellusaurusPMC-56a253c93df78cf77274778a.jpg
,,Woodlands of western Europe,,,https://www.thoughtco.com/thmb/mwJq0j0yUspZrzkNUiOesEScNM4=/640x279/filters:no_upscale():max_bytes(150000):strip_icc()/bothriospondylusDB-56a255593df78cf772748069.jpg
,,Plains of South America,,,https://www.thoughtco.com/thmb/De3dAuGQtgP76Zvczah3ubO1InU=/1300x1202/filters:no_upscale():max_bytes(150000):strip_icc()/brachytrachelopanWC-56a2551e5f9b58b7d0c91fb1.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/ovVVzLb2tSpjggazzTDkN4MDUq0=/634x362/filters:no_upscale():max_bytes(150000):strip_icc()/brontomerusGE-56a254173df78cf772747a09.jpg
,,Woodlands of western Europe,,,https://www.thoughtco.com/thmb/FxtTT825fkF1PL6sopm8OFZ8Ij0=/529x323/filters:no_upscale():max_bytes(150000):strip_icc()/cetiosauriscusGE-56a253bf5f9b58b7d0c91731.jpg
,,Plains of western Europe and northern Africa,,,https://www.thoughtco.com/thmb/hSwtETUjvAZKwC8Zty6q3ST8ivc=/800x402/filters:no_upscale():max_bytes(150000):strip_icc()/NTcetiosaurus-56a253853df78cf772747521.jpg
,,Woodlands of western Europe,,,https://www.thoughtco.com/thmb/lBjtPHIdCc7IMpykSovcYkknM_c=/500x349/filters:no_upscale():max_bytes(150000):strip_icc()/demandasaurusNT-56a254b25f9b58b7d0c91dd0.jpg
,,Woodlands of central Africa,,,https://www.thoughtco.com/thmb/efS0WprA_kXsPBfVvQ0Oczuyd2g=/1024x612/filters:no_upscale():max_bytes(150000):strip_icc()/dicraeosaurusWC-5744e0455f9b58723d261700.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/-AoKd4cJXFo-JPLoURNg2e_V10E=/550x249/filters:no_upscale():max_bytes(150000):strip_icc()/dyslocosaurusDNR-56a253f95f9b58b7d0c91968.jpg
,,Plains of North America,,,https://www.thoughtco.com/thmb/ogrboyxxoou0Qkz_B150llmjr8I=/1624x507/filters:no_upscale():max_bytes(150000):strip_icc()/apatosaurusSP-56a253553df78cf772747301.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/V8z8yNZ0oBIePQxPBEBCCQQh8eE=/800x548/filters:no_upscale():max_bytes(150000):strip_icc()/euhelopusWC-56a252fa3df78cf772746d7e.jpg
,,Woodlands of central Asia,,,https://www.thoughtco.com/thmb/62LV7WnvDBZ5bP-WqnpPuJUldik=/1250x540/filters:no_upscale():max_bytes(150000):strip_icc()/ferganasaurusWD-56a2556f3df78cf7727480a8.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/0u-bNIMRm3cFthoHDlcRywykNCY=/800x533/filters:no_upscale():max_bytes(150000):strip_icc()/haplocanthosaurusWC-5745af775f9b58723d28d9fe.jpg
,,Woodlands of southeast Asia,,,https://www.thoughtco.com/thmb/luJdER152O9fqB3Yw2IdpkJ7qe4=/800x490/filters:no_upscale():max_bytes(150000):strip_icc()/isanosaurusWC-56a2557a3df78cf7727480d2.jpg
,,Woodlands of northern Africa,,,https://www.thoughtco.com/thmb/iyhWyZc400mDiySAanzUd_ivCkY=/1024x725/filters:no_upscale():max_bytes(150000):strip_icc()/jobariaSO-56a2557a5f9b58b7d0c920c2.jpg
,,Plains of North America,,,https://www.thoughtco.com/thmb/A7AinaQVrnNMhZfkbKCKmOXlJkc=/474x316/filters:no_upscale():max_bytes(150000):strip_icc()/kaatedocus-56a2544b3df78cf772747b52.jpg
,,Woodlands of central Asia,,,https://www.thoughtco.com/thmb/mw89v6Fkyc94USNdafHOCD1u3jI=/516x331/filters:no_upscale():max_bytes(150000):strip_icc()/kotasaurusGE-56a253be5f9b58b7d0c9172b.jpg
,,Woodlands of Madagascar,,,https://www.thoughtco.com/thmb/zWmoEkY9f9Newx1ctWSc9Q9rnt4=/437x392/filters:no_upscale():max_bytes(150000):strip_icc()/lapparentosaurusGE-56a253fa3df78cf77274790a.jpg
,Habitat,,Early Cretaceous (125 million years ago),,https://www.thoughtco.com/thmb/ZxEWfj8EMEzKvXblZtY6Ha_YE9U=/800x560/filters:no_upscale():max_bytes(150000):strip_icc()/limaysaurusWC-56a254d95f9b58b7d0c91eff.jpg
,,Plains of western Europe,,,https://www.thoughtco.com/thmb/DhoekbNRQdj0GOg-woHn-AlPkd4=/1024x499/filters:no_upscale():max_bytes(150000):strip_icc()/brachiosaurusSP-56a253573df78cf772747322.jpg
,,Plains of eastern Asia,,,https://www.thoughtco.com/thmb/3u0JGdCOc5jOxPOp3Rfy-0w4uzs=/600x310/filters:no_upscale():max_bytes(150000):strip_icc()/spinophorosaurusNT-56a2532b5f9b58b7d0c9110b.jpg
,,Woodlands of eastern Asia,,,https://www.thoughtco.com/thmb/mjawt7rdXcw1-gfPbEJkHq7eXa4=/763x600/filters:no_upscale():max_bytes(150000):strip_icc()/omeisaurusWC-56a252f85f9b58b7d0c90ddc.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/rt8cB_Vy6p9F_TdJDnscsRH6HwU=/700x372/filters:no_upscale():max_bytes(150000):strip_icc()/paluxysaurusDB-56a2558b3df78cf772748105.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/z4QcWiVOrFyLXBtYNHYJhviJz_Y=/800x300/filters:no_upscale():max_bytes(150000):strip_icc()/patagosaurusWC-56a252f75f9b58b7d0c90dd5.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/FBp1L60tPOZ1jvP6sCi7mtN5OgY=/800x418/filters:no_upscale():max_bytes(150000):strip_icc()/astrodon-56a253743df78cf772747461.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/1C5mh5XNjA9ZQA2_6j5-sQ9jSc4=/500x452/filters:no_upscale():max_bytes(150000):strip_icc()/qiaowanlongNT-56a2532b3df78cf772747083.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/mMk7OjfhDfxJDx5O-BUl_rW8Lvw=/1280x793/filters:no_upscale():max_bytes(150000):strip_icc()/qijianglongUA-56a256b75f9b58b7d0c92baa.jpg
,,Woodlands of Madagascar,,,https://www.thoughtco.com/thmb/1VU8nUOFzDiBi_ewnKlrcwYBWEM=/1024x559/filters:no_upscale():max_bytes(150000):strip_icc()/rapetosaurusWC2-572cc1155f9b58c34c57f47a.jpg
,,Woodlands of northern Africa,,,https://www.thoughtco.com/thmb/OzwMoRPCVkyjgsFNBLKo99M9dhw=/600x292/filters:no_upscale():max_bytes(150000):strip_icc()/rebbachisaurusNT-56a252f73df78cf772746d54.jpg
,,Plains of Asia,,,https://www.thoughtco.com/thmb/ptQ_RcSL_pyX1gCnLoZe6cKVsWk=/900x632/filters:no_upscale():max_bytes(150000):strip_icc()/shunosaurusVN-56a2530d5f9b58b7d0c90f03.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/H7Ftv8_iMK6JqH-z_o2hAp-BvmE=/800x535/filters:no_upscale():max_bytes(150000):strip_icc()/sonorasaurusDB-56a252f75f9b58b7d0c90dd0.jpg
,,Woodlands of Africa,,,https://www.thoughtco.com/thmb/pe23hO1pzO8QOpwecDWmAb7ZHbM=/1920x690/filters:no_upscale():max_bytes(150000):strip_icc()/spinophorosaurusWC-57b1c5f55f9b58b5c20570e6.png
,,Plains of northern Africa,,,https://www.thoughtco.com/thmb/lKvQSGoM_SceZThpYTydUZqtkqU=/2609x561/filters:no_upscale():max_bytes(150000):strip_icc()/tataouineaWC-57b1c7c83df78cd39cf73caa.png
,,Woodlands of northern Africa,,,https://www.thoughtco.com/thmb/WVHsoyZZ-I7fNsZRCNMhqCFvZfM=/350x250/filters:no_upscale():max_bytes(150000):strip_icc()/tazoudasaurusWD-56a2546b3df78cf772747c86.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/h1LuRByo_Bxm81C4Dcro2jmuFjM=/1280x617/filters:no_upscale():max_bytes(150000):strip_icc()/tehuelchesaurusWC-57b1c9355f9b58b5c205abfd.jpg
,,Plains of western Europe,,,https://www.thoughtco.com/thmb/r61i9hP6_ML8XhfCUEzMXKkmfus=/640x480/filters:no_upscale():max_bytes(150000):strip_icc()/turiasaurusNT-583a501c5f9b58d5b1cce9b3.jpg
,,Plains of southern Africa,,,https://www.thoughtco.com/thmb/p8zu3bfxGR7BeqCJmEBpC7frOWo=/800x533/filters:no_upscale():max_bytes(150000):strip_icc()/vulcanodonWC-56a254da3df78cf772747f01.jpg
,,Woodlands of western Europe,,,https://www.thoughtco.com/thmb/bwiWyRvOX3VVMvEvF-CimQFOA5U=/3000x1530/filters:no_upscale():max_bytes(150000):strip_icc()/xenoposeidonMT-57b1cc133df78cd39cf75c30.jpeg
,,Woodlands of western Europe,,,https://www.thoughtco.com/thmb/0yzF36rG9DRNl2OmSKp4wFu7jAI=/670x440/filters:no_upscale():max_bytes(150000):strip_icc()/zbyEM-574610123df78c6bb05a17ff.jpg
